BABA,PFE,NFLX,CRM,GD
63.93,27.822315000000003,111.25,75.269997,129.018661
63.919998,27.248917,108.33000200000001,74.41999799999999,125.92121100000001
66.279999,27.664425,108.099998,75.0,126.272095
67.699997,27.498219,114.93,75.089996,127.666481
68.709999,27.622873,113.33000200000001,75.25,128.395203
70.300003,27.606254999999997,113.449997,75.879997,129.267853
69.68,27.406809000000003,109.730003,76.629997,127.486572
68.540001,27.456671000000004,110.230003,75.58000200000001,125.49836699999999
71.779999,28.320927,101.089996,77.699997,127.10876499999999
71.989998,28.595156,98.989998,78.769997,127.477577
72.650002,28.66995,101.690002,77.93,127.07276200000001
71.790001,28.254441999999997,98.989998,77.529999,127.07276200000001
69.480003,27.805698,97.959999,75.83000200000001,128.728073
70.989998,27.697664000000003,97.32,77.370003,132.470505
75.620003,28.295992,100.040001,78.559998,133.397171
76.349998,28.3874,103.040001,78.220001,133.280167
79.440002,29.077147999999998,103.07,77.75,133.505096
82.349998,29.459412,105.800003,78.529999,135.646194
82.220001,28.894325,105.120003,78.139999,134.917526
83.83000200000001,28.104862,108.379997,77.709999,133.667053
84.349998,29.135316999999997,107.639999,79.199997,133.792969
83.440002,29.06053,109.739998,78.629997,132.398544
85.400002,28.599777000000003,114.050003,78.389999,132.497498
85.379997,28.608159999999998,113.5,78.709999,132.308594
83.610001,28.423853,114.059998,79.410004,131.274033
81.379997,28.189296999999996,109.860001,78.220001,129.807587
81.43,28.306578000000002,112.699997,78.25,129.492783
79.849998,28.264694,112.860001,78.709999,128.92598
78.760002,27.971487,108.91999799999999,78.300003,127.612549
75.849998,27.870965999999996,103.650002,75.599998,126.487976
78.300003,27.778812,111.349998,76.260002,128.898956
78.129997,27.535873,117.099998,77.239998,128.530151
77.690002,27.904472,120.629997,77.349998,129.285843
77.870003,27.049994,120.220001,80.639999,130.626297
79.949997,26.957846000000004,123.839996,80.989998,130.896194
81.309998,26.245783000000003,125.029999,80.779999,130.07753
80.860001,26.781923,123.309998,80.389999,130.923172
81.709999,27.535873,124.160004,80.410004,130.608292
81.379997,27.468854999999998,125.440002,79.970001,130.950119
84.08000200000001,27.452099,123.33000200000001,79.690002,131.759842
84.0,28.16416,125.370003,81.010002,132.78538500000002
85.0,27.561004999999998,128.929993,80.879997,130.76123
82.589996,27.133765999999998,126.809998,79.93,127.711502
84.849998,27.477235999999998,130.929993,82.139999,129.402771
84.760002,27.359953000000004,125.360001,80.68,128.728073
84.379997,27.251046999999996,126.980003,81.08000200000001,127.747475
83.41999799999999,27.049994,124.199997,79.709999,126.101151
84.33000200000001,27.108634999999996,122.910004,79.379997,125.94823500000001
79.739998,26.857319,118.910004,76.870003,124.61918600000001
80.57,26.957846000000004,120.66999799999999,76.989998,125.839722
82.489998,27.024864,118.599998,77.370003,124.800041
84.629997,27.292933,122.639999,78.889999,126.246582
83.559998,27.083508000000002,122.510002,78.43,124.90851599999999
82.650002,26.798678999999996,118.019997,77.029999,123.59761
82.870003,27.19241,116.629997,77.290001,124.8452
84.839996,27.242672,116.239998,77.860001,126.51781499999998
84.800003,27.276178,118.160004,78.040001,126.472595
83.709999,27.326445,117.33000200000001,77.83000200000001,126.427406
82.139999,27.158898999999998,117.110001,78.199997,126.201347
83.260002,27.502360999999997,119.120003,79.440002,126.879402
81.68,27.435346999999997,116.709999,79.139999,125.90300800000001
81.269997,27.041618,114.379997,78.400002,124.18524199999999
76.690002,26.765175,109.959999,76.709999,123.01895900000001
78.629997,26.957846000000004,107.660004,77.050003,123.53430900000001
77.33000200000001,26.480349,117.68,76.290001,122.28665900000001
72.720001,26.30442,114.559998,74.300003,118.254433
70.800003,25.969337,111.389999,73.230003,117.70295700000001
69.91999799999999,26.027975,114.970001,73.18,118.697433
72.68,25.969337,116.58000200000001,74.459999,119.78234099999999
70.290001,25.441574,106.559998,72.349998,117.28311200000002
72.25,26.061485,107.059998,73.07,117.27401
69.589996,25.810167,104.040001,70.860001,114.50210600000001
70.129997,25.709644,107.889999,70.800003,115.765373
68.709999,25.684510999999997,107.739998,70.33000200000001,112.857155
70.720001,25.617495,102.349998,69.510002,112.98436699999999
70.370003,25.726397,100.720001,71.550003,114.84745
69.720001,25.55048,99.120003,69.91999799999999,113.238846
69.769997,25.692888,97.83000200000001,69.870003,115.765373
69.540001,25.567232,91.150002,67.43,117.237656
66.91999799999999,25.299164,94.410004,65.690002,116.91957099999999
67.029999,25.542099,91.839996,68.059998,121.57271599999999
67.029999,25.274025,94.089996,68.440002,121.43638600000001
65.089996,25.248894,91.489998,64.519997,121.354607
63.439999,25.105055,90.739998,65.339996,121.59091200000002
64.860001,24.538139,89.709999,67.199997,123.00864399999999
62.639998999999996,24.563519,82.790001,58.509997999999996,121.96352399999999
61.099998,24.165831,83.32,54.049999,120.20041699999999
61.389998999999996,24.622749,86.129997,57.330002,120.08226
61.779999,24.952747,88.449997,58.759997999999996,120.936539
60.57,24.648135999999997,86.349998,59.240002000000004,116.855949
60.889998999999996,24.842748999999998,87.400002,59.68,118.31008100000001
66.290001,25.223513,89.050003,59.720001,119.51880600000001
66.379997,25.071207,94.760002,63.490002000000004,122.71781200000001
66.519997,25.003513,90.489998,61.700001,122.73603100000001
67.279999,24.952747,89.230003,62.139998999999996,122.926842
68.839996,25.426586,91.93,63.98,124.162834
66.970001,25.350435,89.120003,62.900002,123.51759299999999
67.230003,25.401203,91.610001,62.52,122.826897
66.660004,25.883505,94.529999,69.41999799999999,124.726303
66.910004,25.578892,94.790001,69.720001,124.60816200000001
68.809998,25.105055,93.410004,67.75,123.844749
70.860001,25.418125,98.300003,70.019997,125.63510900000001
71.25,25.367357000000002,97.610001,70.43,123.24493400000001
71.019997,25.291203,97.93,70.800003,123.363091
72.220001,25.138901,101.58000200000001,71.059998,122.945045
72.889999,25.206592999999998,95.489998,70.489998,120.26403
71.07,24.842748999999998,96.230003,69.82,119.418823
72.43,25.164282,98.0,71.040001,119.88231699999999
71.970001,25.037359,97.360001,70.699997,121.390984
74.010002,25.807356,97.660004,71.629997,123.16317
73.349998,25.468895,98.129997,72.220001,121.972595
72.230003,24.995055999999998,97.860001,71.699997,121.136467
73.5,24.571981,99.349998,72.730003,121.772667
74.25,24.825827,99.720001,72.720001,121.89079299999999
76.25,24.918907,101.120003,72.650002,123.09953300000001
78.110001,25.443512,101.059998,72.25,122.49060800000001
78.18,25.705811999999998,99.839996,72.849998,122.90868400000001
76.559998,25.545046,99.589996,71.779999,122.07257800000001
75.860001,25.451969000000002,98.360001,72.440002,117.31036399999999
76.480003,25.198128,101.209999,71.949997,118.89170800000001
78.08000200000001,25.426586,104.129997,72.300003,119.836899
78.860001,25.443512,102.190002,74.300003,119.718727
79.029999,25.079667999999998,102.230003,73.83000200000001,119.39155600000001
78.730003,25.418125,105.699997,75.730003,120.273117
79.08000200000001,25.993507,104.349998,75.690002,119.68238799999999
77.32,26.535032,104.940002,74.58000200000001,118.909874
78.68,27.86348,104.83000200000001,75.58000200000001,120.40905
77.610001,27.719631,104.449997,75.32,120.107376
77.470001,27.499636,103.809998,74.849998,121.496872
77.709999,26.983484000000004,102.68,74.160004,120.573578
77.860001,27.042717,106.980003,74.269997,122.08190900000001
79.639999,27.533479999999997,109.650002,75.949997,122.78580500000001
79.610001,27.626556,110.41999799999999,76.150002,122.10022
78.970001,27.499636,111.510002,76.309998,123.23371100000001
79.010002,27.592717999999998,108.400002,77.269997,124.586601
79.459999,27.829632,94.339996,76.190002,124.952278
81.209999,28.117319000000002,96.769997,76.139999,124.970551
80.779999,28.125782,94.980003,77.150002,125.893799
79.889999,28.151171,95.900002,76.480003,126.058365
78.839996,28.100399,93.559998,76.510002,125.043678
78.610001,27.965015,92.43,76.209999,126.798813
77.650002,27.922707,91.040001,75.690002,131.27803
76.400002,27.846552000000003,90.279999,75.379997,129.038406
76.940002,27.677324,90.029999,75.800003,128.453354
76.610001,27.753481,93.110001,77.25,129.650894
75.910004,28.515005,91.540001,74.900002,130.117065
75.82,28.261167999999998,90.790001,73.989998,129.285248
78.83000200000001,28.405008000000002,89.370003,73.809998,129.98911999999999
79.199997,28.413475,90.839996,74.25,131.122635
79.410004,28.616543,90.540001,74.620003,130.69300800000002
79.720001,28.599619,92.889999,75.91999799999999,133.197708
79.800003,28.309359000000004,90.019997,75.790001,132.512115
79.160004,28.334969,87.739998,75.889999,132.832031
77.160004,28.334969,87.879997,76.370003,131.972763
79.290001,28.497175,89.120003,77.309998,132.886902
79.349998,28.198373999999998,88.629997,76.769997,132.548676
79.029999,28.317891999999997,90.5,77.870003,131.917923
78.32,28.497175,89.550003,81.089996,131.259735
78.790001,28.804515999999996,92.489998,81.019997,132.201294
79.0,28.744753000000003,94.889999,81.730003,130.034821
81.120003,29.111859999999997,97.889999,82.75,130.68383799999998
75.589996,29.325284999999997,100.199997,83.57,130.69300800000002
78.349998,29.393576,102.809998,83.349998,130.565002
80.970001,29.547255,103.300003,83.769997,130.839233
82.0,29.624084000000003,102.57,83.709999,129.687454
76.690002,29.666771,101.510002,83.449997,129.32183799999999
77.300003,29.769216999999998,101.25,83.239998,128.096893
76.620003,29.615546999999996,99.589996,82.550003,128.18826299999998
78.059998,29.820435999999997,100.739998,82.83000200000001,128.288849
77.839996,29.743608000000002,99.889999,83.139999,128.947021
77.639999,30.093621999999996,97.860001,83.349998,129.340073
77.559998,30.144854,97.089996,82.730003,129.787979
75.91999799999999,30.127781,93.75,81.83000200000001,129.376633
75.449997,29.658237,93.849998,81.489998,127.16445900000001
77.769997,29.871665999999998,94.120003,81.089996,127.456985
78.389999,29.70092,94.290001,81.989998,128.078568
78.269997,29.666771,95.440002,81.639999,127.75863600000001
77.0,29.214304,94.449997,80.5,127.054771
78.150002,29.453342,93.800003,81.220001,128.819016
78.620003,29.666771,90.989998,81.629997,127.43869
78.730003,29.427729,90.010002,80.620003,126.87193300000001
79.139999,29.530176,91.660004,82.279999,127.776924
76.290001,29.000875,88.440002,78.459999,124.44948600000001
74.230003,28.855738,85.33000200000001,76.07,121.63398000000001
76.279999,29.402116999999997,87.970001,77.550003,122.438423
78.040001,29.888737,91.059998,79.0,124.690826
79.529999,30.059484,91.480003,79.410004,128.009659
79.650002,30.366827,96.66999799999999,79.83000200000001,129.940277
78.970001,30.571720000000003,97.910004,78.66999799999999,127.24659
78.639999,30.614404999999998,94.599998,78.5,128.607208
79.349998,30.537567,95.099998,78.760002,127.503998
78.989998,30.836365,97.059998,80.889999,129.149628
81.459999,30.861984000000003,94.66999799999999,81.660004,129.80238300000002
81.739998,30.938812,95.970001,81.93,130.124146
80.57,30.998577,96.43,81.33000200000001,130.29882800000001
81.739998,31.519344,98.019997,81.559998,131.061874
81.25,31.391287,98.389999,81.400002,130.62979099999998
82.650002,31.280296000000003,98.809998,81.629997,129.627686
82.769997,31.280296000000003,85.839996,81.370003,131.751373
84.41999799999999,31.314453000000004,87.910004,82.139999,132.882172
84.18,31.340061,85.989998,81.699997,131.337677
84.489998,31.365675,85.889999,82.550003,132.17428600000002
83.190002,31.399818,87.660004,82.190002,132.128311
83.589996,31.442514000000003,91.410004,81.760002,132.854599
83.099998,31.459583000000002,92.040001,81.5,134.803589
83.120003,31.305915999999996,91.650002,82.33000200000001,135.235687
82.480003,31.493732,91.25,81.800003,135.042633
84.339996,31.852303000000003,94.370003,81.019997,137.065186
83.800003,31.06687,93.559998,80.5,136.26535
83.66999799999999,30.378220000000002,93.099998,80.410004,135.888443
84.75,30.257708,93.440002,80.559998,135.483932
84.589996,30.507339,97.029999,81.33000200000001,136.88128700000001
85.0,30.068323,95.110001,81.16999799999999,136.164246
85.239998,30.197449,93.989998,81.18,136.587128
87.33000200000001,30.240492,93.93,80.239998,139.25325
91.769997,30.257708,95.889999,81.480003,139.096939
98.25,30.111361,96.589996,81.629997,139.25325
97.16999799999999,30.223271999999998,95.309998,78.91999799999999,141.02758799999998
96.660004,29.947813,95.120003,77.959999,140.108215
97.0,30.249094,96.370003,76.32,140.632263
97.0,30.292135,96.160004,76.910004,140.135818
96.860001,30.111361,95.870003,77.480003,140.08985900000002
95.650002,29.990852,95.260002,77.25,139.942749
95.790001,30.206059000000003,95.940002,78.019997,139.878387
93.879997,29.973633000000003,95.18,77.82,140.00708
93.940002,29.930597,97.32,80.160004,140.365631
95.059998,29.973633000000003,97.58000200000001,80.029999,139.354355
94.879997,30.223271999999998,97.300003,79.91999799999999,140.49435400000002
96.0,30.025288,97.449997,79.83000200000001,140.255325
97.190002,29.956413,97.449997,79.41999799999999,139.942749
97.41999799999999,29.853116999999997,97.379997,75.910004,140.512756
99.25,29.930597,97.379997,75.099998,141.40448
103.779999,29.930597,100.089996,75.41999799999999,142.158386
102.32,29.990852,99.150002,75.010002,140.760956
102.57,29.887559999999997,99.660004,74.879997,140.108215
99.620003,29.353851000000002,96.5,74.199997,137.819061
100.800003,29.827296999999998,99.050003,74.360001,139.565857
100.279999,29.302202,96.089996,73.059998,138.45341499999998
102.400002,29.216114,97.010002,73.82,137.745529
104.449997,29.388275,97.339996,73.989998,139.887589
104.639999,29.216114,99.480003,73.290001,138.591309
103.029999,28.966482,98.059998,73.0,139.896774
101.360001,29.104214000000002,98.25,72.910004,139.611771
106.0,29.508789,94.879997,74.18,140.751801
109.360001,29.396889,95.83000200000001,74.589996,142.369797
107.709999,29.491577000000003,95.940002,70.389999,141.40448
105.889999,28.957872,94.559998,70.190002,141.459671
108.260002,29.121433000000003,97.07,70.050003,142.75593600000002
108.75,29.259161,97.480003,71.620003,143.42704799999998
105.550003,28.682409000000003,96.66999799999999,71.199997,143.059341
105.790001,29.155857,98.550003,71.33000200000001,142.645584
105.379997,28.992306,102.629997,70.519997,142.231918
105.449997,29.026739000000003,102.339996,72.629997,141.165497
106.959999,29.181684000000004,106.279999,68.41999799999999,142.024719
107.08000200000001,28.966482,105.07,71.260002,142.412766
106.0,28.889008,104.82,70.910004,141.322556
108.410004,28.932043,103.33000200000001,75.099998,141.257874
105.230003,28.518864,100.589996,72.41999799999999,138.21817
103.620003,28.467205,99.5,72.230003,138.587753
102.150002,28.20035,100.230003,70.629997,139.52088899999998
101.849998,28.114271000000002,101.470001,74.269997,139.82578999999998
102.839996,27.976542,99.800003,72.83000200000001,139.03125
103.339996,28.140090999999998,118.790001,72.769997,140.324677
103.93,28.062621999999998,121.870003,72.82,139.899704
103.849998,28.010973,123.349998,72.589996,139.243744
103.940002,27.701082,127.5,74.0,138.754059
104.5,27.658039000000002,127.33000200000001,75.059998,139.91816699999998
104.220001,27.787157,126.510002,75.059998,140.980698
102.779999,27.890461,126.970001,74.949997,139.641037
102.379997,27.959324,126.470001,74.739998,138.707886
101.93,27.485876,126.57,75.129997,139.973618
101.690002,27.296495,124.870003,75.160004,139.271439
101.150002,26.745571,123.300003,75.449997,138.569275
98.510002,26.366814,122.339996,75.0,138.282852
97.75,25.729809,122.139999,74.139999,138.61546299999998
97.57,25.824505,122.029999,74.370003,138.412201
99.349998,26.151609,124.58000200000001,76.300003,140.79591399999998
99.849998,26.082062,124.339996,76.550003,142.08010900000002
96.66999799999999,27.925188000000002,122.190002,75.900002,149.75788899999998
94.339996,29.116274,115.41999799999999,73.629997,153.841644
92.989998,28.333803000000003,114.779999,74.589996,155.726425
89.769997,28.151235999999997,113.379997,72.760002,157.241653
91.0,28.020822999999996,113.589996,74.019997,155.23675500000002
92.860001,27.786084999999996,115.190002,73.309998,153.22258
94.07,27.586122999999997,115.029999,75.190002,153.028595
93.389999,27.368772999999997,115.209999,77.769997,153.943253
93.410004,27.447018,117.959999,76.150002,155.615555
93.209999,27.238365,118.040001,75.57,157.23239099999998
93.029999,27.316609999999997,117.690002,73.949997,157.57428000000002
93.010002,27.551346000000002,117.410004,73.730003,158.98783899999998
93.760002,27.420937,116.93,72.93,159.53298999999998
94.989998,27.751312,117.510002,72.93,161.805832
94.019997,27.942579,117.0,72.0,162.009064
89.860001,27.351384999999997,117.220001,68.459999,162.97918700000002
90.480003,27.499182,120.809998,68.410004,165.076477
90.989998,27.464411,119.160004,70.800003,164.937912
90.400002,27.438323999999998,124.57,70.620003,164.54058799999999
91.07,27.116646000000003,125.389999,71.779999,164.85472099999998
92.309998,26.899297999999998,123.239998,71.860001,160.456894
93.279999,27.560043,122.879997,71.16999799999999,162.04603600000002
92.470001,28.168622999999997,122.83000200000001,70.379997,160.521576
92.160004,28.542465000000004,123.779999,71.610001,161.048203
91.190002,28.533768,123.440002,71.33000200000001,160.521576
88.849998,28.472914000000003,125.0,70.230003,160.87261999999998
88.66999799999999,28.551163,124.220001,69.860001,161.14056399999998
88.93,28.542465000000004,125.449997,69.510002,161.343842
89.839996,28.559856,125.120003,69.860001,161.925919
89.25,28.168622999999997,126.5,70.110001,160.854172
86.800003,28.116463,125.58000200000001,69.900002,161.25148000000002
86.790001,28.238174,125.589996,69.870003,161.916672
87.540001,28.281646999999996,128.350006,69.849998,161.297668
87.370003,28.125149,125.889999,69.089996,159.884094
87.33000200000001,28.246868,125.33000200000001,69.150002,160.031906
87.809998,28.238174,123.800003,68.459999,159.523727
88.599998,28.690262,127.489998,70.540001,162.101471
90.510002,28.942391999999998,129.41000400000001,72.800003,162.184616
94.370003,29.220594000000002,131.809998,72.790001,162.738953
93.889999,29.10758,131.070007,73.800003,163.958557
94.720001,29.098885,130.949997,73.959999,162.674332
96.75,29.072796000000004,129.889999,73.980003,162.94224499999999
96.940002,28.542465000000004,130.5,75.769997,163.598251
95.900002,28.342503000000004,129.179993,75.209999,163.090073
96.269997,28.272951000000003,133.699997,75.639999,164.355835
96.120003,27.873028,132.889999,75.019997,162.581894
96.0,27.846943,133.259995,75.779999,163.305679
96.16999799999999,27.560043,138.41000400000001,75.57,164.99449199999998
96.059998,27.620898999999998,138.600006,76.029999,165.430649
98.410004,27.351384999999997,137.389999,76.160004,164.456299
101.43,27.081865000000004,140.110001,77.110001,164.474884
104.059998,27.203590000000002,139.520004,78.470001,162.683975
102.75,27.194893,138.96000700000002,77.949997,164.52127099999998
102.07,27.316609999999997,142.449997,78.209999,171.796188
101.019997,27.220974,141.220001,78.709999,169.31861899999998
101.309998,27.586122999999997,140.71000700000002,79.099998,168.02883899999998
101.57,27.81447,140.779999,78.58000200000001,167.98242199999999
100.839996,27.867165000000004,139.199997,80.129997,167.360718
100.389999,28.18334,140.25,80.209999,169.921768
100.900002,28.306295000000002,140.970001,79.75,169.847565
100.83000200000001,28.174557,144.0,80.209999,170.005295
103.57,28.227251000000003,144.740005,80.699997,169.94035300000002
103.339996,28.438036,144.139999,81.029999,169.429993
102.360001,28.411686,144.820007,80.639999,171.109543
103.099998,28.640038,143.199997,80.910004,173.15097
101.589996,28.762992999999998,140.820007,80.91999799999999,173.73556499999998
101.550003,29.43047,142.270004,81.66999799999999,174.440796
100.82,29.527077000000002,142.009995,80.82,175.136749
100.519997,29.527077000000002,142.220001,81.470001,175.43367
102.120003,29.527077000000002,142.600006,82.18,175.925461
104.199997,29.500732,143.860001,82.08000200000001,176.20384199999998
102.459999,29.913509,142.779999,82.07,174.72847
102.949997,30.089159000000002,143.25,81.779999,175.962601
103.599998,30.106721999999998,143.41000400000001,81.540001,176.677109
102.900002,29.966202000000003,142.130005,81.349998,176.129623
104.040001,30.229681,142.649994,83.809998,178.542252
103.190002,30.308722999999997,139.529999,82.66999799999999,177.280228
103.309998,30.317511,139.139999,82.220001,175.981171
102.309998,30.168209,141.940002,82.5,177.178146
102.629997,29.852037,141.429993,82.970001,177.669952
103.220001,29.781776,140.320007,83.480003,176.658539
103.239998,29.904728000000002,140.529999,83.279999,176.621384
103.389999,29.957428000000004,140.889999,83.510002,177.085358
105.18,29.957428000000004,143.520004,83.610001,177.75351
104.25,30.054035,143.190002,83.510002,176.07394399999998
103.690002,30.414118,145.25,83.480003,177.846298
105.629997,30.238464,144.389999,83.519997,176.909042
105.610001,30.141863,145.110001,83.029999,179.340225
107.25,30.194553000000003,145.830002,82.900002,178.143204
105.089996,30.080378000000003,142.419998,81.550003,175.090347
106.089996,30.2736,142.649994,81.879997,175.934753
108.25,30.115507,141.83999599999999,81.519997,175.897629
108.040001,29.860810999999998,142.020004,81.610001,174.004669
108.08000200000001,30.018904,144.059998,81.610001,172.120987
107.800003,30.001337,145.169998,82.139999,174.858353
109.510002,30.150646000000002,146.470001,82.379997,174.719162
108.849998,30.168209,148.059998,82.559998,175.173813
107.83000200000001,30.045256,147.809998,82.489998,173.70773300000002
108.089996,30.071603999999997,146.919998,82.309998,174.20881699999998
107.519997,30.159423999999998,145.5,82.970001,174.19026200000002
107.440002,30.027687,143.619995,85.339996,173.230179
108.040001,29.957428000000004,143.740005,85.0,173.64965800000002
108.989998,29.948645000000003,143.110001,84.379997,175.271454
111.699997,29.895946999999996,143.850006,84.239998,174.91726699999998
110.440002,29.799337,144.350006,83.860001,175.588394
110.629997,29.790552,143.830002,83.370003,173.686905
110.209999,29.755422999999997,142.919998,83.129997,174.050415
111.760002,29.860810999999998,147.25,84.199997,176.063782
111.230003,29.720297,143.360001,83.709999,174.656326
110.760002,29.518290999999998,139.759995,83.5,175.001175
112.959999,29.632465000000003,141.179993,84.050003,175.355377
113.110001,29.544643,142.869995,83.790001,176.110397
114.860001,29.632465000000003,143.830002,84.16999799999999,178.87870800000002
115.480003,29.650026,152.16000400000001,84.75,180.11840800000002
114.970001,29.729073,150.169998,84.949997,181.61906399999998
115.43,29.737862,153.080002,85.849998,181.78685
115.5,29.790552,152.199997,86.120003,180.63104199999998
116.68,29.667596999999997,155.350006,86.660004,180.03447
118.089996,29.518290999999998,156.449997,87.089996,180.892044
116.57,29.39534,155.58999599999999,86.550003,180.994553
115.860001,29.377772999999998,157.25,86.519997,181.339462
116.040001,29.404123,156.600006,86.970001,182.663025
116.860001,29.377772999999998,156.380005,86.860001,182.99856599999998
120.0,29.316291999999997,157.46000700000002,87.129997,183.240936
119.980003,29.289690000000004,160.279999,87.309998,181.190292
120.160004,29.298559,158.53999299999998,87.709999,181.740189
120.339996,29.271957,160.809998,89.040001,182.30883799999998
121.400002,29.369498999999998,160.020004,89.800003,181.926636
124.019997,28.908386,159.41000400000001,89.75,182.029175
120.720001,28.580282,153.199997,87.839996,178.971909
121.269997,28.571419,155.699997,87.75,179.55912800000002
123.220001,28.784239000000003,157.020004,87.400002,182.569778
124.75,28.482738,157.16000400000001,88.940002,184.322128
122.93,28.500473,157.949997,88.489998,185.785507
122.809998,28.420664000000002,157.75,89.599998,186.400726
123.629997,28.518210999999997,163.050003,91.269997,187.435349
123.989998,28.500473,162.429993,90.83000200000001,188.507248
123.910004,28.491608000000003,163.220001,90.860001,188.292877
122.459999,28.952724,163.070007,89.639999,189.448685
123.970001,29.005928000000004,162.990005,90.050003,188.76828
124.129997,28.855180999999998,165.179993,90.860001,189.868134
125.370003,28.686690999999996,165.059998,91.379997,187.789536
124.620003,28.438402000000004,165.169998,91.099998,184.965302
125.639999,28.376328000000004,165.610001,91.389999,185.366089
142.33999599999999,28.154638000000002,165.880005,91.25,186.083786
139.440002,29.059134000000004,158.029999,87.269997,185.925354
139.080002,28.997061,151.440002,86.18,184.927979
136.600006,28.89065,152.720001,87.269997,186.932022
136.669998,28.988191999999998,152.199997,87.16999799999999,187.612442
135.080002,29.094603999999997,151.759995,86.269997,188.311508
134.869995,29.236486,152.380005,86.0,188.908051
139.470001,29.458178999999998,153.399994,87.540001,190.632446
138.380005,29.759674,152.050003,86.91999799999999,190.017258
143.28999299999998,30.043434,155.029999,87.559998,190.045227
