Date,AMT,HD,FB,MSFT,WMT
2015-10-02,89.74,117.81,92.07,45.57,64.98
2015-10-05,93.46,119.2,94.01,46.63,65.87
2015-10-06,93.37,118.68,92.8,46.75,65.68
2015-10-07,94.24,119.65,92.4,46.8,66.36
2015-10-08,95.57,121.06,92.47,47.45,66.88
2015-10-09,94.94,121.33,93.24,47.11,66.69
2015-10-12,94.8,121.9,94.26,47,66.93
2015-10-13,93.7,121.61,94.12,46.89,66.73
2015-10-14,93.06,120.27,94.07,46.68,60.03
2015-10-15,94.65,121.81,95.96,47.01,59.33
2015-10-16,96.13,122.74,97.54,47.51,58.89
2015-10-19,96.79,123.1,98.47,47.62,58.85
2015-10-20,96.91,122.85,97,47.77,58.75
2015-10-21,96.06,123.3,97.11,47.2,58.64
2015-10-22,99.47,124.36,99.67,48.03,58.9
2015-10-23,99.17,124.61,102.19,52.87,58.3
2015-10-26,99.53,125.01,103.77,54.25,58.02
2015-10-27,99.27,124.47,103.7,53.69,57.48
2015-10-28,100.87,123.82,104.2,53.98,57.64
2015-10-29,101.96,123.63,104.88,53.36,57.96
2015-10-30,102.23,123.64,101.97,52.64,57.24
2015-11-02,104.06,124.41,103.31,53.24,57.61
2015-11-03,103.28,125.66,102.58,54.15,58.11
2015-11-04,102.23,125.38,103.94,54.4,58.37
2015-11-05,100.87,125.72,108.76,54.38,58.61
2015-11-06,98.03,125.98,107.1,54.92,58.78
2015-11-09,97.11,124.5,106.49,54.16,58.49
2015-11-10,97.13,125.26,107.91,53.51,58.68
2015-11-11,97.62,124.71,109.01,53.65,57.58
2015-11-12,97.35,123.81,108.02,53.32,56.95
2015-11-13,96.38,120,103.95,52.84,56.42
2015-11-16,98.05,120.84,104.04,53.77,57.87
2015-11-17,98.35,126.18,105.13,52.97,59.92
2015-11-18,99.66,126.54,107.77,53.85,60.93
2015-11-19,99.63,126.86,106.26,53.94,60.7
2015-11-20,100.49,130.21,107.32,54.19,60.07
2015-11-23,99.94,132.5,106.95,54.19,60.26
2015-11-24,99.26,133.6,105.74,54.25,59.92
2015-11-25,99.09,134.65,105.41,53.69,60.24
2015-11-27,99.68,134.74,105.45,53.93,59.89
2015-11-30,99.38,133.88,104.24,54.35,58.84
2015-12-01,101.17,134.43,107.12,55.22,58.99
2015-12-02,99.46,133.81,106.07,55.21,58.35
2015-12-03,97.89,130.93,104.38,54.2,59.04
2015-12-04,97.55,134.53,106.18,55.91,59.66
2015-12-07,97.69,133.93,105.61,55.81,60.5
2015-12-08,96.88,133.84,106.49,55.79,59.61
2015-12-09,95.54,131.9,104.6,54.98,59.13
2015-12-10,95.07,132.54,105.42,55.27,59.56
2015-12-11,93.68,130.44,102.12,54.06,59.36
2015-12-14,94.04,132.01,104.66,55.14,60.39
2015-12-15,95.61,131.29,104.55,55.2,59.64
2015-12-16,97.5,132.9,106.79,56.13,60.3
2015-12-17,96.09,131.35,106.22,55.7,58.98
2015-12-18,94.6,130.29,104.04,54.13,58.85
2015-12-21,95.56,131.31,104.77,54.83,59.55
2015-12-22,96.42,131.88,105.51,55.35,60.54
2015-12-23,98.5,133.11,104.63,55.82,61.09
2015-12-24,98.14,132.9,105.02,55.67,60.83
2015-12-28,98.37,132.68,105.93,55.95,60.75
2015-12-29,99.41,133.7,107.26,56.55,61.61
2015-12-30,98.1,133.35,106.22,56.31,61.68
2015-12-31,96.95,132.25,104.66,55.48,61.3
2016-01-04,96.7,131.07,102.22,54.8,61.46
2016-01-05,98.61,130.43,102.73,55.05,62.92
2016-01-06,98.26,129.08,102.97,54.05,63.55
2016-01-07,95.81,125.4,97.92,52.17,65.03
2016-01-08,94.23,123.9,97.33,52.33,63.54
2016-01-11,94.48,125.78,97.51,52.3,64.22
2016-01-12,94.48,127.49,99.37,52.78,63.62
2016-01-13,92.15,121.4,95.44,51.64,61.92
2016-01-14,92.21,119.62,98.37,53.11,63.06
2016-01-15,88.39,119.23,94.97,50.99,61.93
2016-01-19,90.91,119.76,95.26,50.56,62.56
2016-01-20,89,116.46,94.35,50.79,60.84
2016-01-21,90.02,120.22,94.16,50.48,61.88
2016-01-22,93.25,122.76,97.94,52.29,62.69
2016-01-25,91.12,121.71,97.01,51.79,63.45
2016-01-26,92.47,122.2,97.34,52.17,64
2016-01-27,92.51,121.57,94.45,51.22,63.95
2016-01-28,92.51,122.28,109.11,52.06,64.22
2016-01-29,94.34,125.76,112.21,55.09,66.36
2016-02-01,93.1,126.51,115.09,54.71,67.5
2016-02-02,91.35,125.27,114.61,53,66.86
2016-02-03,90.49,123.79,112.69,52.16,66.27
2016-02-04,91.09,121.11,110.49,52,66.42
2016-02-05,88.84,116.43,104.07,50.16,67
2016-02-08,85.41,111.85,99.75,49.41,66.9
2016-02-09,85.57,113.86,99.54,49.28,65.81
2016-02-10,85.84,114.33,101,49.71,65.79
2016-02-11,83.66,113.27,101.91,49.69,65.32
2016-02-12,85.67,116.32,102.01,50.5,66.18
2016-02-16,86.45,119.43,101.61,51.09,65.9
2016-02-17,86.19,121.21,105.2,52.42,66.11
2016-02-18,87.5,119.97,103.47,52.19,64.12
2016-02-19,87.32,121.69,104.57,51.82,64.66
2016-02-22,89.24,122.85,107.16,52.65,65.63
2016-02-23,88.02,124.53,105.46,51.18,66.48
2016-02-24,89.03,125.61,106.88,51.36,67.12
2016-02-25,89.42,126.86,108.07,52.1,68.04
2016-02-26,90.01,126.26,107.92,51.3,66.51
2016-02-29,92.2,124.12,106.92,50.88,66.34
2016-03-01,94.7,125.7,109.82,52.58,66.46
2016-03-02,94.62,125.59,109.95,52.95,66.21
2016-03-03,95.3,126.8,109.58,52.35,66.14
2016-03-04,95.94,125.56,108.39,52.03,66.78
2016-03-07,95.6,126.17,105.73,51.03,67.89
2016-03-08,94.6,126.72,105.93,51.65,68.04
2016-03-09,94.6,126.03,107.51,52.84,67.53
2016-03-10,94.71,125.89,107.32,52.05,67.41
2016-03-11,98.46,128.46,109.41,53.07,67.17
2016-03-14,98.06,128.84,109.89,53.17,67.36
2016-03-15,98.41,129.71,110.67,53.59,68.09
2016-03-16,99.81,130.45,112.18,54.35,67.99
2016-03-17,101.75,130.88,111.02,54.66,67.45
2016-03-18,100.51,131.35,111.45,53.49,66.95
2016-03-21,100.34,131.01,111.85,53.86,67.97
2016-03-22,99.93,130.59,112.25,54.07,67.87
2016-03-23,99.58,130.22,112.54,53.97,67.46
2016-03-24,100.35,130.46,113.05,54.21,68
2016-03-28,100.24,131.08,113.69,53.54,68.12
2016-03-29,101.92,132.47,116.14,54.71,68.03
2016-03-30,102.31,133.42,114.7,55.05,68.8
2016-03-31,102.37,133.43,114.1,55.23,68.49
2016-04-01,104.5,134.85,116.06,55.57,69.06
2016-04-04,104.7,134.85,112.55,55.43,69.1
2016-04-05,104,134.58,112.22,54.56,68.64
2016-04-06,105.7,135.44,113.71,55.12,69.04
2016-04-07,105,133.87,113.64,54.46,68.22
2016-04-08,105.71,133.62,110.63,54.42,68.06
2016-04-11,106.01,133.01,108.99,54.31,67.4
2016-04-12,106.17,134.38,110.61,54.65,68.8
2016-04-13,106.23,133.84,110.51,55.35,69.15
2016-04-14,105.2,134.37,110.84,55.36,68.8
2016-04-15,105.78,135.01,109.64,55.65,69.06
2016-04-18,105.54,136.8,110.45,56.46,69.86
2016-04-19,105.5,135.44,112.29,56.39,69.77
2016-04-20,104.82,135.19,112.42,55.59,69.21
2016-04-21,102.57,134.6,113.44,55.78,68.47
2016-04-22,104.19,135.66,110.56,51.78,68.72
2016-04-25,104.18,135.65,110.1,52.11,69.47
2016-04-26,104.77,135.34,108.76,51.44,69.3
2016-04-27,104.49,135.75,108.89,50.94,69.42
2016-04-28,104.13,132.73,116.73,49.9,68.91
2016-04-29,104.88,133.89,117.58,49.87,66.87
2016-05-02,105.51,136.05,118.57,50.61,67.59
2016-05-03,104.16,134.54,117.43,49.78,67
2016-05-04,105.51,135.16,118.06,49.87,67.19
2016-05-05,106.31,134.67,117.81,49.94,67.21
2016-05-06,106.57,135.7,119.49,50.39,68.25
2016-05-09,106.65,136.24,119.24,50.07,68.95
2016-05-10,107.18,137.51,120.5,51.02,68.79
2016-05-11,105.73,134.3,119.52,51.05,66.41
2016-05-12,106.56,134.19,120.28,51.51,66.85
2016-05-13,105.7,133.13,119.81,51.08,64.94
2016-05-16,106.48,135.34,118.67,51.83,66.02
2016-05-17,105.36,132,117.35,50.51,65.1
2016-05-18,104.55,131.77,117.65,50.81,63.15
2016-05-19,103.77,131.73,116.81,50.32,69.2
2016-05-20,104.01,131.85,117.35,50.62,69.86
2016-05-23,104.16,131.42,115.97,50.03,69.5
2016-05-24,105.3,133.36,117.7,51.59,70.24
2016-05-25,106.17,133.2,117.89,52.12,70.48
2016-05-26,105.3,134.05,119.47,51.89,70.85
2016-05-27,106.06,133.94,119.38,52.32,70.75
2016-05-31,105.78,132.12,118.81,53,70.78
2016-06-01,105.47,131.83,118.78,52.85,70.5
2016-06-02,106.56,132.41,118.93,52.48,70.95
2016-06-03,106.97,131.74,118.47,51.79,70.87
2016-06-06,107.2,129.19,118.79,52.13,71.05
2016-06-07,107.87,129.92,117.76,52.1,71.03
2016-06-08,107.56,129.59,118.39,52.04,71.28
2016-06-09,109.07,129.3,118.56,51.62,71.09
2016-06-10,108.79,128.83,116.62,51.48,71.14
2016-06-13,108.93,127.83,113.95,50.14,70.53
2016-06-14,107.61,125.24,114.94,49.83,70.95
2016-06-15,107.23,126.53,114.6,49.69,71.12
2016-06-16,107.69,127.36,114.39,50.39,71.3
2016-06-17,106.94,127.14,113.02,50.13,70.95
2016-06-20,107.42,127.62,113.37,50.07,71.1
2016-06-21,109.44,127.74,114.38,51.19,71.46
2016-06-22,109.4,127.6,113.91,50.99,71.75
2016-06-23,111.47,128.29,115.08,51.91,72.1
2016-06-24,108.27,126.4,112.08,49.83,71.96
2016-06-27,108.89,124.67,108.97,48.43,71.5
2016-06-28,110.8,127.53,112.7,49.44,71.51
2016-06-29,113,127.37,114.16,50.54,72.46
2016-06-30,113.61,127.69,114.28,51.17,73.02
2016-07-01,113.6,129.62,114.19,51.16,72.81
2016-07-05,113.83,129.35,114,51.17,73.14
2016-07-06,112.4,131.57,116.7,51.38,73.82
2016-07-07,112.2,131.16,115.85,51.38,73.53
2016-07-08,113.66,134.34,117.24,52.3,73.84
2016-07-11,114.67,135.15,117.87,52.59,74.06
2016-07-12,116.1,134.84,117.93,53.21,73.27
2016-07-13,116.01,133.56,116.78,53.51,73.62
2016-07-14,117,134.54,117.29,53.74,73.7
2016-07-15,116.82,134.78,116.86,53.7,73.67
2016-07-18,116.3,136.34,119.37,53.96,73.84
2016-07-19,117.37,136.98,120.61,53.09,73.66
2016-07-20,117.73,137.41,121.92,55.91,73.79
2016-07-21,117.55,136.07,120.61,55.8,73.52
2016-07-22,117.84,136.52,121,56.57,73.55
2016-07-25,116.87,136.5,121.63,56.73,73.75
2016-07-26,116.97,136.75,121.22,56.76,73.73
2016-07-27,117.61,136.31,123.34,56.19,73.32
2016-07-28,116.65,137.96,125,56.21,73.24
2016-07-29,115.77,138.24,123.94,56.68,72.97
2016-08-01,117.04,138.77,124.31,56.58,73.78
2016-08-02,116.74,137.22,123.09,56.58,73.13
2016-08-03,115.73,137.06,122.51,56.97,72.94
2016-08-04,116.42,136.05,124.36,57.39,73.3
2016-08-05,116.58,136.91,125.15,57.96,73.76
2016-08-08,115.73,136.21,125.26,58.06,73.34
2016-08-09,115.92,136.11,125.06,58.2,73.54
2016-08-10,116.24,135.6,124.88,58.02,73.95
2016-08-11,115.89,137.04,124.9,58.3,73.8
2016-08-12,116.5,136.57,124.88,57.94,73.89
2016-08-15,115.79,137.06,123.9,58.12,73.32
2016-08-16,114.12,136.23,123.3,57.44,72.89
2016-08-17,114.56,136.15,124.37,57.56,72.93
2016-08-18,114.35,134.8,123.91,57.6,74.3
2016-08-19,113.61,135.46,123.56,57.62,72.81
2016-08-22,114.62,135.34,124.15,57.67,72.7
2016-08-23,115.22,136.22,124.37,57.89,71.97
2016-08-24,114.57,135.06,123.48,57.95,72.23
2016-08-25,114.25,135.43,123.89,58.17,71.22
2016-08-26,113.23,134.36,124.96,58.03,71.14
2016-08-29,113.84,135.24,126.54,58.1,71.4
2016-08-30,113.22,134.1,125.84,57.89,71.31
2016-08-31,113.38,134.12,126.12,57.46,71.44
2016-09-01,113.82,134.23,126.17,57.59,72.84
2016-09-02,115.09,135.15,126.51,57.67,72.5
2016-09-06,117.15,134.1,129.73,57.61,73
2016-09-07,116.83,132.79,131.05,57.66,72.06
2016-09-08,116.25,131.26,130.27,57.43,71.83
2016-09-09,110.19,127.74,127.1,56.21,70.3
2016-09-12,111.27,128.59,128.69,57.05,71.94
2016-09-13,108.11,125.72,127.21,56.53,71.46
2016-09-14,108.37,126.26,127.77,56.26,71.52
2016-09-15,109.08,126.96,128.35,57.19,72.4
2016-09-16,108,126.11,129.07,57.25,72.87
2016-09-19,109.2,126.29,128.65,56.93,72.09
2016-09-20,108.65,126.83,128.64,56.81,71.97
2016-09-21,110.1,128.11,129.94,57.76,72.19
2016-09-22,112.28,128.75,130.08,57.82,72.27
2016-09-23,112.99,127.79,127.96,57.43,72.35
2016-09-26,112.69,125.45,127.31,56.9,71.62
2016-09-27,112.58,126.82,128.69,57.95,72.33
2016-09-28,112.63,128.27,129.23,58.03,71.79
2016-09-29,113.48,127.93,128.09,57.4,70.73
2016-09-30,113.33,128.68,128.27,57.6,72.12
2016-10-03,112.25,128.5,128.77,57.42,72.01
2016-10-04,110.61,128.2,128.19,57.24,71.75
2016-10-05,107.44,127.58,128.47,57.64,71.67
2016-10-06,108.51,130.19,128.74,57.74,69.36
2016-10-07,108.51,128.31,128.99,57.8,68.7
2016-10-10,109.43,127.25,130.24,58.04,67.98
2016-10-11,108.94,125.85,128.88,57.19,67.39
2016-10-12,111.54,126.69,129.05,57.11,67.46
2016-10-13,112.7,126.29,127.82,56.92,68.23
2016-10-14,113.35,126.42,127.88,57.42,68.45
2016-10-17,113.34,125.14,127.54,57.22,68.22
2016-10-18,114.15,125.74,128.57,57.66,68.87
2016-10-19,115.32,125.89,130.11,57.53,68.89
2016-10-20,114.83,126.25,130,57.25,68.73
2016-10-21,115.71,126.6,132.07,59.66,68.34
2016-10-24,116.75,127.78,133.28,61,69.19
2016-10-25,116.75,123.34,132.29,60.99,69.36
2016-10-26,115.67,122.71,131.04,60.63,69.59
2016-10-27,115.4,122.26,129.69,60.1,69.83
2016-10-28,116.13,123.58,131.29,59.87,69.99
2016-10-31,117.19,122.01,130.99,59.92,70.02
2016-11-01,115.15,119.89,129.5,59.8,69.3
2016-11-02,112.91,120.29,127.17,59.43,69.45
2016-11-03,113.27,120.18,120,59.21,69.63
2016-11-04,112.98,120.91,120.75,58.71,69.16
2016-11-07,115.19,123.75,122.15,60.42,69.78
2016-11-08,115.93,124.25,124.22,60.47,69.79
2016-11-09,109.22,126.02,123.18,60.17,71.1
2016-11-10,105.71,129.03,120.8,58.7,71.39
2016-11-11,105.71,129.85,119.02,59.02,71.23
2016-11-14,102.57,127.67,115.08,58.12,70.49
2016-11-15,103.49,124.4,117.2,58.87,71.42
2016-11-16,105.43,125.33,116.34,59.65,71.39
2016-11-17,105.54,128.93,117.79,60.64,69.19
2016-11-18,105.09,128.33,117.02,60.35,68.54
2016-11-21,105.91,128.22,121.77,60.86,69.37
2016-11-22,107.98,130.98,121.47,61.12,70.12
2016-11-23,106.78,131.21,120.84,60.4,70.83
2016-11-25,107.3,131.57,120.38,60.53,71.23
2016-11-28,106.11,130.64,120.41,60.61,71.19
2016-11-29,106.05,129.62,120.87,61.09,71.37
2016-11-30,102.27,129.4,118.42,60.26,70.43
2016-12-01,100.98,129.47,115.1,59.2,70.67
2016-12-02,102.57,129.87,115.4,59.25,70.88
2016-12-05,102.04,129.68,117.43,60.22,69.94
2016-12-06,100.85,128.74,117.31,59.95,70.36
2016-12-07,102.2,132.46,117.95,61.37,70.6
2016-12-08,102.39,132.53,118.91,61.01,70.34
2016-12-09,102.91,133.39,119.68,61.97,70.08
2016-12-12,103.89,134.58,117.77,62.17,71.67
2016-12-13,106.13,136.54,120.31,62.98,71.8
2016-12-14,106.5,135.98,120.21,62.68,71.34
2016-12-15,106.06,135.84,120.57,62.58,71.08
2016-12-16,105.8,135.11,119.87,62.3,70.98
2016-12-19,106.95,135.44,119.24,63.62,71.58
2016-12-20,106.98,137.11,119.09,63.54,71.82
2016-12-21,106.6,136.83,119.04,63.54,71.24
2016-12-22,106.6,135.43,117.4,63.55,69.59
2016-12-23,106.03,135.05,117.27,63.24,69.54
2016-12-27,106.29,135.26,118.01,63.28,69.7
2016-12-28,105.84,135.07,116.92,62.99,69.31
2016-12-29,106.39,135.1,116.35,62.9,69.26
2016-12-30,105.68,134.08,115.05,62.14,69.12
2017-01-03,106.15,134.31,116.86,62.58,68.66
2017-01-04,106.34,135.5,118.69,62.3,69.06
2017-01-05,105.97,133.9,120.67,62.3,69.21
2017-01-06,105.27,133.53,123.41,62.84,68.26
2017-01-09,105.02,134.31,124.9,62.64,68.71
2017-01-10,103.5,136.1,124.35,62.62,68.23
2017-01-11,103.83,135.7,126.09,63.19,68.53
2017-01-12,104.2,135.07,126.62,62.61,67.97
2017-01-13,103.45,135.04,128.34,62.7,67.13
2017-01-17,105.17,135.93,127.87,62.53,68.42
2017-01-18,105.67,136.16,127.92,62.5,68.11
2017-01-19,104.44,135.39,127.55,62.3,67.62
2017-01-20,104.2,135.6,127.04,62.74,67.18
2017-01-23,104.78,138.07,128.93,62.96,66.65
2017-01-24,104.57,138.06,129.37,63.52,67.4
2017-01-25,103.92,137.48,131.48,63.68,66.89
2017-01-26,104.3,138.46,132.78,64.27,66.73
2017-01-27,103.82,138.33,132.18,65.78,65.66
2017-01-30,103.01,138.47,130.98,65.13,66.42
2017-01-31,103.5,137.58,130.32,64.65,66.74
2017-02-01,103.28,137.44,133.23,63.58,66.23
2017-02-02,104.11,136.95,130.84,63.17,66.7
2017-02-03,105.25,137.98,130.98,63.68,66.5
2017-02-06,103.64,136.49,132.06,63.64,66.4
2017-02-07,103.47,136.65,131.84,63.43,66.89
2017-02-08,104.3,137.88,134.2,63.34,67.81
2017-02-09,105.78,138.71,134.14,64.06,69.08
2017-02-10,105.49,139.85,134.19,64,68.02
2017-02-13,107.55,139.87,134.05,64.72,67.77
2017-02-14,106.78,141.36,133.85,64.57,68.66
2017-02-15,107.11,142.19,133.44,64.53,68.69
2017-02-16,107.71,141.54,133.84,64.52,68.87
2017-02-17,108.11,143,133.53,64.62,69.37
2017-02-21,111.18,145.02,133.72,64.49,71.45
2017-02-22,111.02,145.25,136.12,64.36,71.71
2017-02-23,112.2,144.71,135.36,64.62,71.31
2017-02-24,112.89,145.95,135.44,64.62,72.39
2017-02-27,113.34,145.3,136.41,64.23,71.74
2017-02-28,114.79,144.91,135.54,63.98,70.93
2017-03-01,113.84,146.68,137.42,64.94,70.45
2017-03-02,114.81,147.95,136.76,64.01,70.76
2017-03-03,115.67,147.81,137.17,64.25,70.03
2017-03-06,114.71,147.13,137.42,64.27,69.88
2017-03-07,114.7,146.02,137.3,64.4,69.87
2017-03-08,113.24,146.92,137.72,64.99,69.8
2017-03-09,113,146.62,138.24,64.73,69.86
2017-03-10,113.58,146.85,138.79,64.93,70.1
2017-03-13,114.26,147.43,139.6,64.71,69.95
2017-03-14,114.02,147.16,139.32,64.41,70.72
2017-03-15,115.28,147.95,139.72,64.75,70.58
2017-03-16,115.09,148.73,139.99,64.64,70.44
2017-03-17,116.01,149.6,139.84,64.87,69.89
2017-03-20,115.98,147.8,139.94,64.93,69.98
2017-03-21,116.74,146.61,138.51,64.21,69.9
2017-03-22,118.31,147.36,139.59,65.03,70.25
2017-03-23,118.95,147.99,139.53,64.87,69.86
2017-03-24,119.32,147.71,140.34,64.98,69.61
2017-03-27,120.01,146.87,140.32,65.1,69.66
2017-03-28,120.39,147.2,141.76,65.29,70.32
2017-03-29,121.04,147.04,142.65,65.47,70.74
2017-03-30,120.91,146.95,142.41,65.71,71.59
2017-03-31,121.54,146.83,142.05,65.86,72.08
2017-04-03,121.15,146.62,142.28,65.55,71.83
2017-04-04,120.74,146.34,141.73,65.73,72.01
2017-04-05,120.64,146.64,141.85,65.56,71.65
2017-04-06,121.95,147.24,141.17,65.73,71.43
2017-04-07,122.12,147.13,140.78,65.68,72.9
2017-04-10,122.48,148.21,141.04,65.53,73.06
2017-04-11,122.76,148.2,139.92,65.48,73.43
2017-04-12,122.37,146.54,139.58,65.23,73.44
2017-04-13,122.6,145.91,139.39,64.95,73.15
2017-04-17,124.25,147.31,141.42,65.48,73.49
2017-04-18,124.86,147.76,140.96,65.39,73.89
2017-04-19,124.67,147.22,142.27,65.04,74.07
2017-04-20,124.3,148.72,143.8,65.5,74.8
2017-04-21,124.43,150,143.68,66.4,74.94
2017-04-24,123.85,151.89,145.47,67.53,74.78
2017-04-25,123.94,153.03,146.49,67.92,75.05
2017-04-26,122.81,154.22,146.56,67.83,75.43
2017-04-27,125.77,156.12,147.7,68.27,75.44
2017-04-28,125.94,156.1,150.25,68.46,75.18
2017-05-01,127.51,154.21,152.46,69.41,75.23
2017-05-02,127.91,154.95,152.78,69.3,75.52
2017-05-03,126.79,155,151.8,69.08,75.76
2017-05-04,127.39,154.86,150.85,68.81,76.34
2017-05-05,128.69,155.73,150.24,69,76.5
2017-05-08,128.87,156.89,151.06,68.94,76.12
2017-05-09,128.09,157.68,150.48,69.04,76.72
2017-05-10,127.1,158.13,150.29,69.31,76.7
2017-05-11,126.28,156.2,150.04,68.46,76.13
2017-05-12,126.12,156.92,150.33,68.38,75.71
2017-05-15,127.93,157.33,150.19,68.43,76.29
2017-05-16,128.37,158.26,149.78,69.41,75.11
2017-05-17,130.74,156.09,144.85,67.48,75.12
2017-05-18,127.98,155.7,147.66,67.71,77.54
2017-05-19,128.32,156.3,148.06,67.69,78.77
2017-05-22,128.73,155.96,148.24,68.45,78.55
2017-05-23,128.73,154.83,148.07,68.68,78.49
2017-05-24,129.3,155,150.04,68.77,78.15
2017-05-25,131.05,156.46,151.96,69.62,78.31
2017-05-26,131.11,154.9,152.13,69.96,78.13
2017-05-30,132.12,153.88,152.38,70.41,78.15
2017-05-31,131.19,153.51,151.46,69.84,78.6
2017-06-01,131.83,155.15,151.53,70.1,79.81
2017-06-02,132.49,155.35,153.61,71.76,79.62
2017-06-05,131.61,154.79,153.63,72.28,80.26
2017-06-06,131.7,154.2,152.81,72.52,78.93
2017-06-07,131.82,154.96,153.12,72.39,79.15
2017-06-08,130.97,153.5,154.71,71.95,78.93
2017-06-09,130.28,152.96,149.6,70.32,79.42
2017-06-12,129.18,152.18,148.44,69.78,79.24
2017-06-13,130.19,153.99,150.68,70.65,79.52
2017-06-14,130.5,156.76,150.25,70.27,79.9
2017-06-15,130.87,156.77,149.8,69.9,78.91
